整理番号,集計F,出馬,当選,候補者ID,イメージID,ブロックCD,都道府県CD,統合CD,選挙区CD,ブロック名,都道府県名,選挙区名,選挙区登録番号,比例登録番号,選挙区届出番号,名簿掲載順,候補者名,新旧,党派CD,集計党派CD,集計党派,党派名,,確認F,,,,,,,,,,,,,,,,,Q01-1,Q01-2,Q01-3,"Q02
","Q03
","Q04
","Q05
-01","Q05
-02","Q05
-03","Q05
-04","Q05
-05","Q05
-06","Q05
-07","Q05
-08","Q05
-09","Q06
","Q07
",Q08-01,Q08-02,Q08-03,Q08-04,Q08-05,Q08-06,Q09,Q10,"Q11
","Q12
","Q13
","Q14
","Q15
","Q16
","Q17
","Q18
","SQ　【Q18で01か02を選んだ人だけ】 
-01","SQ　【Q18で01か02を選んだ人だけ】 
-02","SQ　【Q18で01か02を選んだ人だけ】 
-03","SQ　【Q18で01か02を選んだ人だけ】 
-04","SQ　【Q18で01か02を選んだ人だけ】 
-05","SQ　【Q18で01か02を選んだ人だけ】 
-06","SQ　【Q18で01か02を選んだ人だけ】 
-07","SQ　【Q18で01か02を選んだ人だけ】 
-08","SQ　【Q18で01か02を選んだ人だけ】 
-09","SQ　【Q18で01か02を選んだ人だけ】 
-10","SQ　【Q18で01か02を選んだ人だけ】 
-11","SQ　【Q18で01か02を選んだ人だけ】 
-12","SQ　【Q18で01か02を選んだ人だけ】 
-13","SQ　【Q18で01か02を選んだ人だけ】 
-14","SQ　【Q18で01か02を選んだ人だけ】 
-15","SQ　【Q18で01か02を選んだ人だけ】 
-16","SQ　【Q18で01か02を選んだ人だけ】 
-17","SQ　【Q18で01か02を選んだ人だけ】 
-18","SQ　【Q18で01か02を選んだ人だけ】 
-19","SQ　【Q18で01か02を選んだ人だけ】 
-20","Q19
","Q20
",Q21,Q22,Q23,"Q24 
","Q25
","Q26
","Q27
-01","Q27
-02","Q27
-03","Q27
-04","Q27
-05","Q27
-06","Q27
-07","Q27
-08","Q27
-09","Q27
-10","Q28-01
",Q28-02,Q28-03,Q28-04,Q28-05,Q28-06,Q28-07,Q28-08,Q28-9
1060,1,1,0,135525,YRYA35002XXX002K,89,35,35,2,中国ブ,山口県,山口２区,2,8,1,14,平岡秀夫,2,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,11,08,02,02,02,,,,,,,,,09,02,04,04,02,02,03,03,02,03,03,05,04,03,04,03,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,04,04,02,03,02,,,,04,05,06,07,08,,,50,50,80,50,50,50,50,60,30
1061,1,1,0,135380,YRYA35003XXX001K,89,35,35,3,中国ブ,山口県,山口３区,1,16,2,16,林芳正,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,12,11,03,03,03,,,,,,,,08,,03,02,02,02,02,02,03,01,,02,01,01,02,01,01,,02,01,,,03,,,,,08,,10,,,,,,,,18,,,01,01,01,01,02,03,,04,,02,,,,,,,,,,,,,,,,,
1062,1,1,0,135387,YRYA35003XXX002K,89,0,89,0,中国ブ, , ,0,26,0,4,吉田真次,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,04,11,03,02,02,,02,,,,,,,,01,02,02,03,02,02,03,02,02,02,02,01,02,02,01,03,03,01,,,03,,,,,08,,10,,,,,,,,18,,,01,01,02,02,02,03,02,05,,02,,,,,,,,,,,,,,,,,
1063,1,1,0,136409,YRYA35003XXX004K,89,35,35,3,中国ブ,山口県,山口３区,4,0,3,0,吹上政子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,04,06,11,03,01,01,,,,,,,,,09,04,05,05,01,03,01,01,01,04,04,05,05,03,05,05,05,05,05,,,,,,,,,,,,,,,,,,,,,05,04,05,05,05,03,03,01,,,03,,,,07,08,,,0,0,0,0,100,0,50,70,0
1064,1,1,0,136417,YRYA35003XXX005K,89,35,35,3,中国ブ,山口県,山口３区,5,5,1,5,伊藤博文,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,11,03,02,01,,,,,,,,,09,02,03,04,05,02,05,01,,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1065,1,1,0,135348,YRYA36001XXX001K,90,36,36,1,四国ブ,徳島県,徳島１区,1,15,1,2,仁木博文,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,16,07,02,02,03,01,02,,,,,,,,02,04,03,02,02,02,03,02,02,02,03,03,03,02,01,03,02,01,,,03,,05,,,,,10,,,,,,,,,,,01,02,01,01,02,02,03,01,,02,,,,,,,,,,,,,,,,,
1066,1,1,0,135349,YRYA36001XXX002K,90,36,36,1,四国ブ,徳島県,徳島１区,2,1,5,1,吉田知代,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,04,14,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,04,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1067,1,1,0,135905,YRYA36001XXX003K,90,36,36,1,四国ブ,徳島県,徳島１区,3,0,4,0,久保孝之,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,06,11,03,02,01,,,,04,,,,,,01,04,04,01,01,01,01,01,03,04,05,05,03,05,04,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,01,03,01,,,03,,,,,,,,0,0,0,0,100,0,0,0,0
1068,1,1,0,136847,YRYA36001XXX004K,90,36,36,1,四国ブ,徳島県,徳島１区,4,5,2,1,高橋永,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,01,13,02,02,02,01,02,03,04,,,,,,02,04,04,02,02,02,03,01,02,03,04,04,03,02,01,01,01,02,,,,,05,06,,08,,,,,13,14,,16,,,19,,05,03,05,04,02,02,03,01,,,,,05,06,07,08,,,20,50,80,10,70,70,70,70,10
1069,1,1,0,137756,YRYA36001XXX005K,90,36,36,1,四国ブ,徳島県,徳島１区,5,0,3,0,佐藤行俊,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,21,11,08,03,01,01,,,,,,,,,09,01,05,05,01,03,03,01,02,03,04,05,05,04,05,05,01,01,05,,,,,,,,,,,,,,,,,,,,,05,04,05,05,05,01,03,01,,,03,,05,,07,08,,,25,25,55,20,80,25,80,80,25
1070,1,1,0,135350,YRYA36002XXX001K,90,36,36,2,四国ブ,徳島県,徳島２区,1,0,2,0,山口俊一,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,16,01,12,01,04,01,01,,,,05,,,,,02,03,01,02,01,03,03,02,02,02,01,01,02,01,02,03,02,01,,,03,,05,,,,,10,,12,,14,,16,17,18,,20,01,02,01,01,03,03,02,04,,02,,,,06,,,,,70,60,30,30,10,30,0,10,10
1071,1,1,0,135906,YRYA36002XXX002K,90,36,36,2,四国ブ,徳島県,徳島２区,2,0,3,0,浜共生,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,04,11,03,02,01,,,,04,,,,,,01,04,04,01,01,01,01,01,03,04,05,05,03,05,04,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,01,03,01,,,03,,,,,,,,0,0,0,0,100,0,0,0,0
1072,1,1,0,136139,YRYA36002XXX003K,90,36,36,2,四国ブ,徳島県,徳島２区,3,6,4,2,祝聡,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,14,05,03,01,01,,,,,,,,,09,02,02,,,02,,,01,02,02,01,02,02,01,01,01,01,01,,,,,,,,08,,,,,,14,,,,,,20,01,01,02,04,02,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1073,1,1,0,137298,YRYA36002XXX004K,90,36,36,2,四国ブ,徳島県,徳島２区,4,0,1,0,飯泉嘉門,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,01,12,11,03,05,01,,,,,,,,,09,01,03,02,03,02,03,03,01,03,02,02,02,02,01,02,02,02,02,,,,,05,,,,,10,,,,,,,,18,,,03,02,01,02,01,03,03,02,01,02,03,04,,06,,08,,,70,70,70,70,50,75,50,70,50
1074,1,1,0,135351,YRYA37001XXX001K,90,37,37,1,四国ブ,香川県,香川１区,1,2,4,3,平井卓也,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,07,11,03,04,04,,,,,,,,,09,01,02,02,03,02,02,03,02,02,02,01,02,02,01,01,02,01,01,,,03,,,,,,,,,,,,,,,,,,01,01,01,01,02,04,02,04,,02,,,,,,,,,100,100,0,15,0,15,0,0,0
1075,1,1,0,135352,YRYA37001XXX002K,90,37,37,1,四国ブ,香川県,香川１区,2,1,3,2,小川淳也,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,01,07,03,02,02,,,,,,,,08,,03,04,03,02,02,02,02,02,02,,04,03,02,03,02,02,02,04,,,,,,,,,,,,,,,,,,,,,04,,04,04,03,02,03,02,,02,,04,05,06,07,08,,10,30,70,100,70,70,80,70,70,30
1076,1,1,0,135353,YRYA37001XXX003K,90,37,37,1,四国ブ,香川県,香川１区,3,2,5,3,町川順子,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,05,07,14,03,04,04,,,,,,,,,09,01,04,02,02,02,05,05,01,02,03,04,02,02,01,04,02,03,01,,,,,,,,,,,11,,,14,,16,,18,,,01,01,02,05,01,04,02,05,01,,,,,,,,,,10,0,0,80,0,5,0,0,0
1077,1,1,0,137169,YRYA37001XXX004K,90,37,37,1,四国ブ,香川県,香川１区,4,0,2,0,田辺健一,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,03,07,11,03,03,01,,,,,,,,,09,03,05,05,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,,,,,,,,,0,0,20,0,100,0,0,20,0
1078,1,1,0,135354,YRYA37002XXX001K,90,37,37,2,四国ブ,香川県,香川２区,1,1,1,2,玉木雄一郎,1,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,01,04,07,05,01,01,,,,,,,,,09,01,01,02,03,01,01,03,01,02,02,01,01,02,01,01,03,02,01,,,,,,,,,,,,,,,,,,18,,,03,01,01,02,01,04,03,02,,,,,,,,,,,25,25,50,50,0,100,25,0,25
1079,1,1,0,135355,YRYA37002XXX002K,90,37,37,2,四国ブ,香川県,香川２区,2,3,2,4,瀬戸隆一,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,05,11,03,04,04,,,,,,,,,09,02,02,02,02,03,02,03,02,02,02,02,02,02,02,01,03,02,01,,,03,,,,,,,,,,,,,,,18,,,01,01,01,01,03,02,02,03,,02,,,,,,,,,100,80,0,20,0,0,0,0,0
1080,1,1,0,136388,YRYA37002XXX003K,90,37,37,2,四国ブ,香川県,香川２区,3,0,3,0,石田真優,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,03,07,11,03,03,01,,,,04,,,,08,,03,04,01,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,03,,,,07,08,,,0,0,5,0,100,5,50,75,5
1081,1,1,0,135356,YRYA37003XXX001K,90,37,37,3,四国ブ,香川県,香川３区,1,4,4,5,大野敬太郎,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,09,11,14,03,05,05,,,,,,,,,09,01,01,02,02,02,02,04,02,02,02,01,01,02,01,01,03,02,01,01,,03,,,,,,,10,,,,,,,17,18,,,01,01,01,01,01,03,02,03,,02,,,,,,,,,,,,,,,,,
1082,1,1,0,136389,YRYA37003XXX002K,90,37,37,3,四国ブ,香川県,香川３区,2,0,1,0,笹井孝志,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,07,14,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,07,08,,,0,0,10,0,90,0,70,65,0
1083,1,1,0,137334,YRYA37003XXX003K,90,37,37,3,四国ブ,香川県,香川３区,3,5,2,4,細川修平,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,12,05,03,02,02,,,,04,,,,,,02,02,04,02,01,04,03,01,03,02,02,02,02,02,01,04,03,02,,,,,,,,,,,,,,,,,,18,,,02,02,02,03,02,04,02,04,01,,,,,06,,,,,40,30,40,80,10,60,10,10,10
1084,1,1,0,137728,YRYA37003XXX004K,90,37,37,3,四国ブ,香川県,香川３区,4,6,3,3,大岡弘美,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,07,04,03,03,05,01,,,,,,,,,09,02,05,03,01,01,03,02,01,02,04,05,05,03,04,02,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,03,03,02,,,,,05,06,07,08,,,40,40,100,0,65,60,75,75,30
1086,1,1,0,135358,YRYA38001XXX002K,90,38,38,1,四国ブ,愛媛県,愛媛１区,2,2,1,1,石井智恵,3,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,05,06,15,03,01,01,,,,04,,06,,,,01,04,04,01,01,03,03,01,04,02,02,01,02,01,01,02,01,01,,,03,,05,,,08,,10,,,13,,,16,,,,,01,02,01,01,02,02,03,02,,,03,04,,,,,,,45,50,60,55,40,100,45,45,40
1088,1,1,0,137130,YRYA38001XXX004K,90,38,38,1,四国ブ,愛媛県,愛媛１区,4,8,4,4,香曽我部慶教,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,06,05,01,05,01,,,,,,,,,09,03,05,05,05,01,03,03,02,03,03,05,03,02,03,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,01,05,03,01,,,,,05,06,07,08,,,50,50,100,20,50,50,70,70,10
1089,1,1,0,137483,YRYA38001XXX005K,90,38,38,1,四国ブ,愛媛県,愛媛１区,5,0,2,0,石本憲一,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,09,14,05,03,04,01,,,,,,,,,09,04,04,02,01,03,02,02,01,05,03,05,05,03,03,03,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,07,08,,,,,,,,,,,
1090,1,1,0,135359,YRYA38002XXX001K,90,38,38,2,四国ブ,愛媛県,愛媛２区,1,2,2,5,白石洋一,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,16,05,03,03,05,01,,,,,,,,,09,01,04,02,02,01,02,02,01,02,02,04,02,02,02,02,02,02,03,,,,,,,,,,,,,,,,,,,,,05,02,03,05,04,03,03,02,,,,,,06,,,,,10,20,90,20,20,50,50,50,30
1091,1,1,0,135360,YRYA38002XXX002K,90,38,38,2,四国ブ,愛媛県,愛媛２区,2,0,3,0,井原巧,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,04,07,05,03,04,04,01,02,03,,,,,,,03,02,02,04,02,03,03,01,02,02,01,02,02,01,01,02,01,01,,,,,05,,,,,10,,,,,,,,,,,01,01,01,01,02,04,01,04,,02,,,,,,,,,80,80,,,,,,,
1092,1,1,0,136314,YRYA38002XXX003K,90,38,38,2,四国ブ,愛媛県,愛媛２区,3,4,1,5,梶野耕佑,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,07,06,03,02,02,,,,,,,,,09,02,01,04,04,01,02,04,02,02,02,02,02,02,02,02,04,02,01,,,03,,,,,08,,,,,13,14,,16,,,,,01,02,01,05,02,04,02,02,,,,,,06,,,,,40,50,60,90,20,80,30,20,30
1093,1,1,0,135361,YRYA38003XXX001K,90,38,38,3,四国ブ,愛媛県,愛媛３区,1,7,1,7,長谷川淳二,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,05,16,03,04,02,,,,,05,,,,,03,02,01,02,02,02,03,01,02,02,01,01,02,01,01,03,01,01,01,,03,,,,,08,,10,,,,,,16,,18,,,01,01,01,01,03,03,02,05,,02,,,,,,,,,100,100,20,20,0,40,0,0,0
1094,1,1,0,135927,YRYA38003XXX002K,90,38,38,3,四国ブ,愛媛県,愛媛３区,2,0,2,0,西井直人,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,08,09,14,03,04,01,,,,04,,,,08,,03,04,03,02,03,02,01,01,05,03,05,05,03,03,03,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,06,07,08,,,,,,,,,,,
1095,1,1,0,137131,YRYA38003XXX003K,90,38,38,3,四国ブ,愛媛県,愛媛３区,3,9,3,6,越智清純,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,07,14,13,03,02,01,,,,,,,,,09,01,04,04,02,01,02,03,01,02,03,04,04,03,04,02,02,02,02,,,,,,,,08,,10,,,13,,,,,,,,05,03,04,05,02,02,03,01,,,,04,,06,,08,,,0,20,100,25,10,50,10,10,5
1096,1,1,0,135362,YRYA39001XXX001K,90,39,39,1,四国ブ,高知県,高知１区,1,13,1,8,中谷元,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,21,01,01,02,,,,,05,06,,,,03,02,01,03,02,02,03,02,04,02,01,01,02,01,01,03,01,01,,,03,,,,,,,10,,,,14,,,,18,,,01,01,01,01,01,02,02,03,,02,,04,,06,,,,,100,100,50,100,0,100,0,0,20
1097,1,1,0,135363,YRYA39001XXX002K,90,39,39,1,四国ブ,高知県,高知１区,2,4,2,7,武内則男,2,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,07,13,01,03,04,01,,,,,,,,,09,02,04,02,01,01,01,01,01,02,03,05,05,03,03,03,03,02,05,,,,,,,,,,,,,,,,,,,,,05,03,04,04,03,02,03,02,,,,,,06,,08,,,10,20,80,10,30,50,30,50,10
1098,1,1,0,135364,YRYA39002XXX001K,90,39,39,2,四国ブ,高知県,高知２区,1,14,2,9,尾﨑正直,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,12,03,04,04,,,,04,05,,,,,01,02,02,03,02,03,03,02,02,02,01,01,01,01,01,04,02,01,,,03,,,,,08,,10,,,,,,16,,18,,,01,01,03,02,02,04,02,04,,02,,04,,,,,,,100,90,40,60,0,50,0,0,20
1099,1,1,0,136504,YRYA39002XXX002K,90,39,39,2,四国ブ,高知県,高知２区,2,5,1,2,浜川百合子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,07,14,01,01,01,01,02,03,04,,,,,,03,03,01,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,01,03,01,,,03,,,,07,08,,,5,5,40,5,100,5,60,80,5
1100,1,1,0,135390,YRYA40001XXX001K,91,40,40,1,九州ブ,福岡県,福岡１区,1,1,1,2,井上貴博,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,16,03,04,05,,,,,05,,,,,02,01,03,02,01,01,03,01,02,02,01,01,02,01,01,04,02,01,,,03,,,,,,,10,,,,,,,,18,,20,01,01,01,02,02,03,02,04,,02,,,,,,,,,,,,,,,,,
1101,1,1,0,135391,YRYA40001XXX002K,91,40,40,1,九州ブ,福岡県,福岡１区,2,1,5,1,山本剛正,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,09,05,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1102,1,1,0,136536,YRYA40001XXX003K,91,40,40,1,九州ブ,福岡県,福岡１区,3,19,6,1,丸尾圭祐,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,01,05,02,01,02,,,,,,,,,09,02,04,04,02,02,02,03,02,02,03,04,02,02,02,02,03,02,04,,,,,,,,,,,,,,,,,,,,,05,02,03,02,02,02,03,02,,02,,,,06,,08,,,50,75,95,50,50,80,60,80,50
1103,1,1,0,136537,YRYA40001XXX004K,91,40,40,1,九州ブ,福岡県,福岡１区,4,5,3,2,村田峻一,3,2,08,社民党,社民,,○,,,,,,,,,,,,,,,,,01,14,19,01,04,01,01,02,03,,,,,,,05,05,02,01,01,01,01,01,04,03,05,05,02,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,04,05,02,04,01,03,01,,,03,,,,,,,10,10,45,70,5,50,35,10,90,0
1104,1,1,0,136538,YRYA40001XXX005K,91,40,40,1,九州ブ,福岡県,福岡１区,5,0,2,0,綿貫英彦,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,01,07,03,03,01,,,,04,,,,,,01,03,,01,01,01,01,01,,04,05,05,03,05,,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,03,03,01,,,,,,,,,,,0,0,,,100,,,,
1106,1,1,0,137506,YRYA40001XXX007K,91,40,40,1,九州ブ,福岡県,福岡１区,7,0,4,0,緒方貴恵,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,02,13,03,01,01,,,,,,,,,09,01,02,01,05,01,01,02,01,02,01,02,02,04,02,03,04,02,02,,,,,,,,,,,,,,,,,,,,20,02,01,05,01,03,05,01,05,,,,,,,,,,,50,50,50,50,50,50,50,50,100
1107,1,1,0,135394,YRYA40002XXX001K,91,40,40,2,九州ブ,福岡県,福岡２区,1,1,2,2,稲富修二,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,01,02,03,01,01,,02,,,,,,,,03,04,04,03,03,03,03,02,03,03,03,02,02,02,02,02,02,04,,,,,,,,,,,,,,,,,,,,,04,02,03,05,04,04,03,02,,,,04,,06,,08,,,10,50,100,80,50,80,50,50,50
1108,1,1,0,135395,YRYA40002XXX002K,91,40,40,2,九州ブ,福岡県,福岡２区,2,2,3,3,鬼木誠,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,11,07,01,04,04,03,,,,,05,,,,,03,02,03,02,02,03,03,02,03,02,01,01,02,01,01,03,02,01,,,03,,,,,,,10,,,,,,,,18,,,01,01,01,02,02,02,02,04,,02,,,,,,,,,80,75,40,50,20,50,20,20,30
1109,1,1,0,136404,YRYA40002XXX003K,91,40,40,2,九州ブ,福岡県,福岡２区,3,0,5,0,松尾律子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,07,19,03,03,01,,,,04,,,,,,01,03,,01,01,01,01,01,,04,05,05,03,05,,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,,05,03,01,,,,,,,,,,,0,0,,,100,,,,
1110,1,1,0,136405,YRYA40002XXX004K,91,40,40,2,九州ブ,福岡県,福岡２区,4,6,6,2,本司敬宏,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,11,03,02,01,,,,,,,,,09,01,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1111,1,1,0,137470,YRYA40002XXX005K,91,40,40,2,九州ブ,福岡県,福岡２区,5,0,4,0,沖園理恵,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,01,08,11,03,05,01,,,,,,,,,09,01,05,05,02,03,02,01,03,03,04,05,05,04,05,05,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,02,03,01,,,,,05,,07,08,,,0,50,0,50,75,50,75,75,0
1112,1,1,0,137509,YRYA40002XXX006K,91,40,40,2,九州ブ,福岡県,福岡２区,6,0,1,0,黒石裕子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,04,03,13,05,03,02,,,,,,,,,09,02,02,03,04,02,03,04,02,02,02,02,03,04,01,02,02,02,03,,,,,,,,,,,,,,,,,,,,,03,01,02,01,02,05,01,05,,,,,,,,,,10,50,50,50,50,50,50,50,50,100
1113,1,1,0,135397,YRYA40003XXX001K,91,40,40,3,九州ブ,福岡県,福岡３区,1,3,6,4,古賀篤,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,12,07,03,04,04,,,,,,,,08,,02,03,02,02,03,03,04,02,02,02,02,01,02,02,02,03,02,01,,,03,,,,,,,10,,,,,,,,18,,,01,01,01,01,02,02,02,03,,02,,,,,,,,,,,,,,,,,
1114,1,1,0,135714,YRYA40003XXX002K,91,40,40,3,九州ブ,福岡県,福岡３区,2,0,4,0,山口湧人,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,01,04,03,02,01,,,,,,,,,09,01,05,05,01,01,01,01,01,,,05,05,03,05,,,,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,,03,01,,,,,,,,,,,0,0,,0,100,,,,0
1115,1,1,0,136406,YRYA40003XXX003K,91,40,40,3,九州ブ,福岡県,福岡３区,3,7,3,3,瀬尾英昇司,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,11,07,14,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1116,1,1,0,136528,YRYA40003XXX004K,91,40,40,3,九州ブ,福岡県,福岡３区,4,2,2,1,奥田芙美代,3,41,07,れいわ新選組,れいわ,,○,,,,,,,,,,,,,,,,,03,04,09,03,01,01,,,,,,,,,09,01,03,01,01,01,01,01,01,01,03,05,05,03,05,05,03,03,05,,,,,,,,,,,,,,,,,,,,,05,,05,05,04,05,03,01,,,,,,,,,,,,,,,,,,,
1117,1,1,0,136531,YRYA40003XXX005K,91,40,40,3,九州ブ,福岡県,福岡３区,5,0,1,0,重松雄子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,05,11,04,04,02,02,,,,,,,,,09,01,04,01,04,01,02,04,01,02,01,01,01,04,03,02,03,03,03,,,,,,,,,,,,,,,,,,,,,01,01,01,01,03,05,02,05,,,,,,,,,,,10,10,10,10,10,10,10,5,100
1118,1,1,0,136533,YRYA40003XXX006K,91,40,40,3,九州ブ,福岡県,福岡３区,6,18,5,3,仁戸田元気,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,04,16,02,04,01,01,02,03,04,,,,,,02,04,02,01,01,02,02,01,02,02,03,02,02,03,01,01,01,04,,,,,,,,,,,,,,,,,,,,,05,02,05,04,04,02,03,01,,,,,,06,,,,,15,50,90,50,50,50,50,50,50
1119,1,1,0,135399,YRYA40004XXX001K,91,40,40,4,九州ブ,福岡県,福岡４区,1,0,1,0,宮内秀樹,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,07,12,03,05,05,,,,,,,,08,,02,01,02,02,02,02,03,03,03,02,02,01,02,01,01,02,01,01,,,03,,,,,08,,10,,,,,,,,18,,,01,01,01,01,02,01,02,05,,02,,,,,,,,,100,80,10,50,0,20,0,0,0
1120,1,1,0,135400,YRYA40004XXX002K,91,40,40,4,九州ブ,福岡県,福岡４区,2,2,3,4,阿部弘樹,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,04,07,03,01,01,,,,,,,,08,,02,02,03,04,02,04,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,,,,14,,16,,18,,,01,01,02,04,02,03,02,01,,,,,,,,,,,50,50,50,100,45,50,50,50,50
